Symbol_Code,Group,Industries_Group,Table,En_Symbol,EN_name,Code,Name,Symbol
IRO1BANS0001,N1,بانكها و موسسات اعتباري,تابلو اصلي,BANS1,Ansar Bank,49776615757150035,بانك انصار,وانصار
IRO1OIMC0001,N1,شرکتهاي چند رشته اي صنعتي,تابلو اصلي,OIMC1,Omid Inv. Mng.,52232388263291380,گروه مديريت سرمايه گذاري اميد,واميد
IRR1BPAS0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,BPSX1,Pasargad Bank -R,53374821490063799,ح.بانك پاسارگاد,وپاسارح
IRR1SPAH0101,N1,سرمايه گذاريها,تابلو اصلي,SPAX1,Sepah Inv.-R,54287510798838485,ح . سرمايه‌گذاري‌ سپه‌,وسپهح
IRO1TSHE0001,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHE1,Pars Tousheh,54676885047867737,سرمايه‌ گذاري‌ پارس‌ توشه‌,وتوشه
IRR1RENA0101,N1,خودرو و ساخت قطعات,تابلو فرعي,RENX1,Rena Investment-R,55274159604040834,ح . سرمايه‌گذاري‌ رنا(هلدينگ‌,ورناح
IRR1BANS0101,N1,بانكها و موسسات اعتباري,تابلو اصلي,BNAX1,Ansar Bank-R,56271726572478068,ح.بانك انصار,وانصارح
IRR1KRAF0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,KRAX1,Karafarin Bank-R,56772105873719945,ح . بانك‌ كارآفرين‌,وكارح
IRR1BTEJ0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,BTEX1,Tejarat Bank-R,57027493672958737,ح . بانك تجارت,وتجارتح
IRO1SNMA0001,N1,سرمايه گذاريها,تابلو اصلي,SNMA1,Ind. & Mine Inv,57309221039930244,سرمايه گذاري توسعه صنعت وتجارت,وصنعت
IRO1MOIN0001,N1,واسطه‌گري‌هاي مالي و پولي,تابلو فرعي,MOIN1,Moein Mellat Co,57498323844693360,سرمايه گذاري توسعه معين ملت,ومعين
IRO1ALBZ0001,N1,مواد و محصولات دارويي,تابلو اصلي,ALBZ1,S*Alborz Inv.,57944184894703821,سرمايه‌ گذاري‌ البرز(هلدينگ‌,والبر
IRR1SBAH0101,N1,سرمايه گذاريها,تابلو اصلي,SBAX1,Bahman Inv.-R,58198007384583512,ح . سرمايه‌گذاري‌بهمن‌,وبهمنح
IRO1MADN0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADN1,S*Metals & Min.,58931793851445922,توسعه‌معادن‌وفلزات‌,ومعادن
IRR1SNRO0101,N1,عرضه برق، گاز، بخاروآب گرم,تابلو اصلي,SNRX1,Nirou Inv.-R,59061939785593482,ح . سرمايه‌گذاري‌نيرو,ونيروح
IRR1LKGH0101,N1,ساير واسطه گريهاي مالي,تابلو فرعي,LKGX1,Ghadir Kh. L.-R,59430351461797798,ح . ليزينگ‌خودروغدير,ولغدرح
IRO1PETR0001,N1,محصولات شيميايي,تابلو فرعي,PETR1,Petro. Inv.,59486059679335017,سرمايه‌گذاري صنايع پتروشيمي‌,وپترو
IRR1BIME0101,N1,سرمايه گذاريها,تابلو فرعي,BIMX1,Insurance Inv.-R,59735609117437896,ح . سرمايه‌ گذاري‌ صنعت‌ بيمه‌,وبيمهح
IRR1RSAP0101,N1,ساير واسطه گريهاي مالي,تابلو اصلي,RSAX1,Rayan Saipa-R,59957747873181306,ح . ليزينگ رايان‌ سايپا,ولساپاح
IRO1SDID0001,N2,فلزات اساسي,فهرست اوليه,SDID1,Sadid Group,61276682443262105,گروه‌صنعتي‌سديد(هلدينگ‌,وسديد
IRR1ATDM0101,N1,سرمايه گذاريها,تابلو فرعي,ATDX1,Atye Damavand-R,61399677811943715,ح . سرمايه‌ گذاري‌آتيه‌ دماوند,واتيح
IRR1MELT0101,N2,سرمايه گذاريها,فهرست اوليه,MELX1,Melat Inv.-R,62074720294882247,ح . سرمايه‌گذاري‌ملت‌,وملتح
IRR1TSBE0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,TSBX1,Behshahr Inv.-R,62275280734625819,ح . صنايع‌ بهشهر(هلدينگ,وبشهرح
IRO1SNRO0001,N1,عرضه برق، گاز، بخاروآب گرم,تابلو اصلي,SNRO1,Nirou Inv.,62603302940123327,سرمايه‌گذاري‌نيرو,ونيرو
IRR1TSHE0101,N1,ماشين آلات و تجهيزات,تابلو اصلي,TSHX1,Pars Tousheh-R,63689155520282158,ح . سرمايه‌ گذاري‌ پارس‌ توشه‌,وتوشهح
IRO1BTEJ0001,N1,بانكها و موسسات اعتباري,تابلو فرعي,BTEJ1,S*Tejarat Bank,63917421733088077,بانك تجارت,وتجارت
IRR1MADN0101,N1,استخراج کانه هاي فلزي,تابلو اصلي,MADX1,Metals & Min.-R,66240430785255272,ح . توسعه‌معادن‌وفلزات‌,ومعادنح
IRR1DARO0101,N1,مواد و محصولات دارويي,تابلو اصلي,DARX1,Daroupakhsh-R,67979306676078989,ح . داروپخش‌ (هلدينگ‌,وپخشح
IRO1TGOS0001,N1,انبوه سازي، املاك و مستغلات,تابلو فرعي,TGOS1,Toosgostar Inv.,68117765376081366,توسعه‌شهري‌توس‌گستر,وتوس
IRR1NOVN0101,N1,بانكها و موسسات اعتباري,تابلو فرعي,NOVX1,EN Bank-R,70657803623349012,ح . بانك‌اقتصادنوين‌,ونوينح
IRO1LSMD0001,N1,ساير واسطه گريهاي مالي,تابلو اصلي,LSMD1,Ind. & M. L.,71744682148776880,ليزينگ‌صنعت‌ومعدن‌,ولصنم
IRR1HMRZ0101,N2,مخابرات,فهرست اوليه,HMRX1,Iran Mobil Tele-R,25328018826422512,ح . شركت ارتباطات سيار ايران,همراهح
IRO1HWEB0001,N2,اطلاعات و ارتباطات,فهرست اوليه,HWEB1,S*HiWeb,43362635835198978,داده گسترعصرنوين-هاي وب,هاي وب
IRO1HMRZ0001,N2,مخابرات,فهرست اوليه,HMRZ1,Iran Mobil Tele,68635710163497089,شركت ارتباطات سيار ايران,همراه
