Symbol_Code,Group,Industries_Group,Table,En_Symbol,EN_name,Code,Name,Symbol
IRR1SPPE0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPPX1,I. Pegah Dairy-R,20272770791380597,ح . شيرپاستوريزه‌پگاه‌اصفهان‌,غشصفاح
IRO1SHAD0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHAD1,Shahdiran Inc.,20487994977117557,شهد ايران‌,غشهد
IRO1KIVN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KIVN1,Keivan,21940781391333638,كيوان‌,غيوان
IRR1PIAZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,PIAX1,Piazar Agro.-R,22096199430853991,ح . كشت‌وصنعت‌پياذر,غاذرح
IRO1GCOZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GCOZ1,Glucosan,22299894048845903,گلوكوزان‌,غگل
IRO1KLBR0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KLBR1,Kalber Dairy,24303422207378456,لبنيات‌كالبر,غالبر
IRR1RNAB0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,RNAX1,Naab Ind.-R,27576096486410105,ح . روغن‌ نباتي‌ ناب‌,غنابح
IRO1SLMN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SLMN1,Salemin Factory,28672095850798501,سالمين‌,غسالم
IRO1RNAB0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,RNAB1,Naab Ind.,29631596152440287,روغن‌ نباتي‌ ناب‌,غناب
IRO1BEPP0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BEPP1,Behpaak,29650505265356603,بهپاك‌,غبهپاك
IRR1GCOZ0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GCOX1,Glucosan-R,30551124291517887,ح . گلوكوزان‌,غگلح
IRO1GORJ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,GORJ1,Gorji Biscuit,31024260997481994,بيسكويت‌  گرجي‌,غگرجي
IRO1SPKH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPKH1,Kh. Pegah Dairy,31791737198597563,شيرپاستوريزه‌پگاه‌خراسان‌,غشان
IRO1LPAK0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,LPAK1,Pak Dairy,34032872653290886,لبنيات‌ پاك‌,غپاك
IRO1PIAZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,PIAZ1,Piazar Agro.,35158826900216508,كشت‌وصنعت‌پياذر,غاذر
IRR1SHAD0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHAX1,Shahdiran Inc.-R,36771749618541632,ح . شهد ايران‌,غشهدح
IRR1BENN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,BENX1,Behnoush Iran-R,38770731314949641,ح . بهنوش‌ ايران‌,غبهنوشح
IRR1SASN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SASX1,Sasan-R,40309575177709730,ح . ساسان‌,غساساح
IRO1SBEH0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو اصلي,SBEH1,Behshahr Ind.,42387718866026650,صنعتي‌ بهشهر,غبشهر
IRO1CHCH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,CHCH1,Chin Chin,44850033148208596,كشت‌ و صنعت‌ چين‌ چين,غچين
IRO1NOSH0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,NOSH1,Noush Maz.,48619517949257749,نوش‌ مازندران‌,غنوش
IRR1SLMN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SLMX1,Salemin Factory-R,48926251886441092,ح . ‌سالمين‌,غسالمح
IRR1MRGN0101,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MRGX1,Margarin-R,50773402681099358,ح . مارگارين‌,غمارگح
IRO1SASN0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SASN1,Sasan,51229318675210816,ساسان‌,غساسا
IRR1KDPS0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KDPX1,P. Animal Feed-R,52139501202126140,ح . خوراك‌ دام‌ پارس‌,غدامح
IRO1MRGN0001,N1,محصولات غذايي و آشاميدني به جز قند و شكر,تابلو فرعي,MRGN1,Margarin,52975109254504632,مارگارين‌,غمارگ
IRR1KLBR0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KLBX1,Kalber Dairy-R,55490250330757201,ح . لبنيات‌كالبر,غالبرح
IRR1DMOR0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,DMOX1,Dasht Morghab-R,59887874326934221,ح . دشت‌ مرغاب‌,غدشتح
IRO1SHPZ0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SHPZ1,W. Azar. Pegah,59921975187856916,پگاه‌آذربايجان‌غربي‌,غشاذر
IRO1SPPE0001,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,SPPE1,I. Pegah Dairy,61506294208022391,شيرپاستوريزه‌پگاه‌اصفهان‌,غشصفا
IRR1MRAM0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,MRAX1,Mahram Mfg.-R,63552922113415543,ح . توليدي‌مهرام‌,غمهراح
IRR1KIVN0101,N2,محصولات غذايي و آشاميدني به جز قند و شكر,فهرست اوليه,KIVX1,Keivan-R,69848800705652106,ح . كيوان‌,غيوانح
IRO1FRVR0001,N1,فلزات اساسي,تابلو فرعي,FRVR1,Iran Mineral P.,408934423224097,فرآوري‌موادمعدني‌ايران‌,فرآور
IRR1PMET0101,N2,فلزات اساسي,فهرست اوليه,PMEX1,Parsmetal-R,1518157759350339,ح . پارس‌ متال‌,فمتالح
IRR1ALMR0101,N2,فلزات اساسي,فهرست اوليه,ALMX1,Alomrad-R,2050740941534952,ح . آلومراد,فمرادح
IRR1SORB0101,N2,فلزات اساسي,فهرست اوليه,SORX1,N. I. L. Z.-R,3505675353152597,ح . ملي‌ سرب‌وروي‌ ايران‌,فسربح
IRR1SAMA0101,N1,ساخت محصولات فلزي,تابلو فرعي,SAMX1,Ama-R,3727693296236633,ح . صنعتي‌ آما,فاماح
IRO1FKAS0001,N1,فلزات اساسي,تابلو فرعي,FKAS1,Khorasan Steel Co.,4733285133017464,فولاد خراسان,فخاس
IRR1FKAS0101,N1,فلزات اساسي,تابلو فرعي,FKAX1,Khorasan Steel-R,5550649038347558,ح . فولاد خراسان,فخاسح
IRR1FAJR0101,N2,فلزات اساسي,فهرست اوليه,FAJX1,Amirkabir Steel.-R,5898511005624629,ح .فولاد امير كبير كاشان,فجرح
IRR1NGFO0101,N2,فلزات اساسي,فهرست اوليه,NGFX1,R. Mill Prod.-R,8175268772799530,ح . نوردوقطعات‌ فولادي‌,فنوردح
IRO1ALPS0001,N2,فلزات اساسي,فهرست اوليه,ALPS1,Pars Aluminum,8559354261956680,آلومينيم‌ پارس‌,فپارس
IRR1MSMI0101,N1,فلزات اساسي,تابلو اصلي,MSMX1,I. N. C. Ind.-R,8731565448647588,ح . ملي‌ صنايع‌ مس‌ ايران‌,فمليح
IRO1SEPA0001,N2,فلزات اساسي,فهرست اوليه,SEPA1,Sepahan Group,8977441217024425,گروه‌صنعتي‌سپاهان‌,فسپا
IRR1FRIS0101,N1,فلزات اساسي,تابلو فرعي,FRIX1,Iran Ferr.-R,10079795343879888,ح . فروسيليس‌ ايران‌,فروسح
IRO1FSAZ0001,N2,فلزات اساسي,فهرست اوليه,FSAZ1,GhaltakSaznSepahan,12874072841236826,غلتك سازان سپاهان,فسازان
IRR1FKHZ0101,N1,فلزات اساسي,تابلو اصلي,FKHX1,Khouz. Steel-R,13628968289488697,ح . فولاد خوزستان,فخوزح
IRR1SEPA0101,N2,فلزات اساسي,فهرست اوليه,SEPX1,Sepahan Group-R,15731047379849033,ح . گروه‌صنعتي‌سپاهان‌,فسپاح
IRO1BMAS0001,N2,ساخت محصولات فلزي,فهرست اوليه,BMAS1,Mashad Packing,16663779781503749,صنايع‌بسته‌بندي‌ مشهد,فبستم
IRO1ALMR0001,N2,فلزات اساسي,فهرست اوليه,ALMR1,Alomrad,18004480270695404,آلومراد,فمراد
IRO1FVAN0001,N2,فلزات اساسي,فهرست اوليه,FVAN1,Kaavian Steel,20253580805051293,فولادكاويان‌,فوكا
IRO1MARK0001,N2,ساخت محصولات فلزي,فهرست اوليه,MARK1,S*Arak M. Mfg.,20865316761157979,ماشين‌ سازي‌ اراك‌,فاراك
IRR1TFKR0101,N2,فلزات اساسي,فهرست اوليه,TFKX1,Kerman Ferr.-R,22314977867866119,ح . توليدفروموليبدن‌كرمان‌,فرومح
IRO1JSHO0001,N2,ساخت محصولات فلزي,فهرست اوليه,JSHO1,Iran Weld & Ox.,22742134293057021,جوش‌ و اكسيژن‌ ايران‌,فجوش
IRR1SPTA0101,N2,فلزات اساسي,فهرست اوليه,SPTX1,Sepanta-R,24832054403183361,ح . سپنتا,فپنتاح
IRO1PKLJ0001,N2,محصولات شيميايي,فهرست اوليه,PKLJ1,Khalij Fars,25244329144808274,صنايع پتروشيمي خليج فارس,فارس
IRO1LAMI0001,N2,ساخت محصولات فلزي,فهرست اوليه,LAMI1,Lamiran,25286509736208688,لاميران‌,فلامي
IRR1BIRI0101,N2,ساخت محصولات فلزي,فهرست اوليه,BIRX1,Iran Packing-R,26601876609464268,ح . بسته‌ بندي‌ ايران‌,فبيراح
IRO1FKHZ0001,N1,فلزات اساسي,تابلو اصلي,FKHZ1,Khouz. Steel,28864540805361867,فولاد  خوزستان,فخوز
IRO1JAMD0001,N2,ساخت محصولات فلزي,فهرست اوليه,JAMD1,Jaam Darou,30765727085936322,جام‌دارو,فجام
IRO1BIRI0001,N2,ساخت محصولات فلزي,فهرست اوليه,BIRI1,Iran Packing,31892548539456357,بسته‌ بندي‌ ايران‌,فبيرا
IRR1LAMI0101,N2,ساخت محصولات فلزي,فهرست اوليه,LAMX1,Lamiran-R,33658726815807637,ح . لاميران‌,فلاميح
IRR1NALM0101,N2,فلزات اساسي,فهرست اوليه,NALX1,Aluminum R.-R,34404581741939737,ح . نورد آلومينيوم‌,فنوالح
IRO1SAMA0001,N1,ساخت محصولات فلزي,تابلو فرعي,SAMA1,Ama,34673681828119297,صنعتي‌ آما,فاما
IRO1MSMI0001,N1,فلزات اساسي,تابلو اصلي,MSMI1,S*I. N. C. Ind.,35425587644337450,ملي‌ صنايع‌ مس‌ ايران‌,فملي
IRR1ALIR0101,N2,فلزات اساسي,فهرست اوليه,ALIX1,Iran Aluminium-R,36600889395640293,ح . آلومينيوم‌ايران‌,فايراح
IRO1LSDD0001,N2,فلزات اساسي,فهرست اوليه,LSDD1,Sadid Pipe,36608426654628266,لوله و تجهيزات سديد,فسديد
IRR1FOLD0101,N1,فلزات اساسي,تابلو اصلي,FOLX1,Mobarakeh Steel-R,37018498887928862,ح . فولاد مباركه اصفهان,فولادح
IRR1BAHN0101,N1,فلزات اساسي,تابلو اصلي,BAHX1,Bahonar Copper-R,38101196401916411,ح . مس‌ شهيدباهنر,فباهنرح
IRO1AZAB0001,N2,ساخت محصولات فلزي,فهرست اوليه,AZAB1,S*Azarab Ind.,38547060135156069,صنايع‌ آذرآب‌,فاذر
IRR1NLAH0101,N2,فلزات اساسي,فهرست اوليه,NLAX1,Ahwaz R. & P.-R,40526606175393916,ح . نوردولوله‌ اهواز,فاهوازح
IRO1FAIR0001,N1,فلزات اساسي,تابلو فرعي,FAIR1,Iran Fold,40808043719554948,فولاد آلياژي ايران,فولاژ
IRO1FAJR0001,N2,فلزات اساسي,فهرست اوليه,FAJR1,Amirkabir Steel,41302553376174581,فولاد اميركبيركاشان,فجر
IRR1FRVR0101,N1,فلزات اساسي,تابلو فرعي,FRVX1,Iran Mineral P.-R,41317265011382362,ح . فرآوري‌موادمعدني‌ايران‌,فرآورح
IRR1JAMD0101,N2,ساخت محصولات فلزي,فهرست اوليه,JAMX1,Jaam Darou-R,42201186298844859,ح . جام‌دارو,فجامح
IRO1PMET0001,N2,فلزات اساسي,فهرست اوليه,PMET1,Parsmetal,44571627722410412,پارس‌ متال‌,فمتال
IRR1ALPS0101,N2,فلزات اساسي,فهرست اوليه,ALPX1,Pars Aluminum-R,45801323230963889,ح . آلومينيم‌ پارس‌,فپارسح
IRO1FOLD0001,N1,فلزات اساسي,تابلو اصلي,FOLD1,S*Mobarakeh Steel,46348559193224090,فولاد مباركه اصفهان,فولاد
IRR1JSHO0101,N2,ساخت محصولات فلزي,فهرست اوليه,JSHX1,Iran Weld & Ox.-R,46661780956927518,ح . جوش‌ و اكسيژن‌ ايران‌,فجوشح
IRR1FVAN0101,N2,فلزات اساسي,فهرست اوليه,FVAX1,Kaavian Steel-R,48473870645523269,ح . فولادكاويان‌,فوكاح
IRO1LMIR0001,N2,فلزات اساسي,فهرست اوليه,LMIR1,Iran M. & P. M.,48623320733330408,لوله‌وماشين‌سازي‌ايران‌,فلوله
IRR1ENAZ0101,N2,ساخت محصولات فلزي,فهرست اوليه,ENAX1,Azarab Energy-R,50545475113911465,ح . گسترش‌صنايع‌انرژي‌آذرآب‌,فنرژيح
IRR1FAIR0101,N1,فلزات اساسي,تابلو فرعي,FAIX1,Iran Fold-R,53249498382937694,ح.فولاد آلياژي ايران,فولاژح
IRO1SORB0001,N2,فلزات اساسي,فهرست اوليه,SORB1,N. I. L. Z.,54277068923045214,ملي‌ سرب‌وروي‌ ايران‌,فسرب
IRO1FRIS0001,N1,فلزات اساسي,تابلو فرعي,FRIS1,Iran Ferr.,54419429862704331,فروسيليس‌ ايران‌,فروس
IRR1ALTK0101,N2,فلزات اساسي,فهرست اوليه,ALTX1,Alumtek-R,55163494925650570,ح . آلومتك‌,فالومح
IRO1ENAZ0001,N2,ساخت محصولات فلزي,فهرست اوليه,ENAZ1,Azarab Energy,56240779529754100,گسترش‌صنايع‌انرژي‌آذرآب‌,فنرژي
IRO1NGFO0001,N2,فلزات اساسي,فهرست اوليه,NGFO1,R. Mill Prod.,56324206651661881,نوردوقطعات‌ فولادي‌,فنورد
IRO1TFKR0001,N2,فلزات اساسي,فهرست اوليه,TFKR1,Kerman Ferr.,56585229755651616,توليدفروموليبدن‌كرمان‌,فروم
IRO1NALM0001,N2,فلزات اساسي,فهرست اوليه,NALM1,Aluminum R.,57875847776839336,نورد آلومينيوم‌,فنوال
IRR1LMIR0101,N2,فلزات اساسي,فهرست اوليه,LMIX1,Iran M. & P. M.-R,58242024190036642,ح . لوله‌وماشين‌سازي‌ايران‌,فلولهح
IRO1SOLI0001,N2,ساخت محصولات فلزي,فهرست اوليه,SOLI1,Soliran.,58892839837671228,سوليران‌,فسلير
IRO1LSAH0001,N2,فلزات اساسي,فهرست اوليه,LSAH1,Ahwaz Pipe Mill,62620182261149083,لوله‌سازي‌اهواز,فساز
IRR1BMAS0101,N2,ساخت محصولات فلزي,فهرست اوليه,BMAX1,Mashad Packing-R,62972959180501542,ح . صنايع‌بسته‌بندي‌ مشهد,فبستمح
IRO1ALIR0001,N2,فلزات اساسي,فهرست اوليه,ALIR1,S*Iran Aluminium,65004959184388996,آلومينيوم‌ايران‌,فايرا
IRR1KSIM0101,N1,فلزات اساسي,تابلو اصلي,KSIX1,Calcimine-R,65614373112361128,ح . كالسيمين‌,فاسمينح
IRO1KSIM0001,N1,فلزات اساسي,تابلو اصلي,KSIM1,Calcimine,66701874099226162,كالسيمين‌,فاسمين
IRO1BAHN0001,N1,فلزات اساسي,تابلو اصلي,BAHN1,Bahonar Copper,66772024744156373,مس‌ شهيدباهنر,فباهنر
IRR1MARK0101,N2,ساخت محصولات فلزي,فهرست اوليه,MARX1,Arak M. Mfg.-R,67073295895957349,ح . ماشين‌ سازي‌ اراك‌,فاراكح
IRO1SPTA0001,N2,فلزات اساسي,فهرست اوليه,SPTA1,Sepanta,68488673556087148,سپنتا,فپنتا
IRR1AZAB0101,N2,ساخت محصولات فلزي,فهرست اوليه,AZAX1,Azarab Ind.-R,68708769838923502,ح . صنايع‌ آذرآب‌,فاذرح
IRR1LSDD0101,N2,فلزات اساسي,فهرست اوليه,LSDX1,Sadid Group-R,69259498999037661,ح . لوله و تجهيزات سديد,فسديدح
IRO1ALTK0001,N2,فلزات اساسي,فهرست اوليه,ALTK1,Alumtek,70849059438036431,آلومتك‌,فالوم
IRO1NLAH0001,N2,فلزات اساسي,فهرست اوليه,NLAH1,Ahwaz R. & P.,71492985674836424,نوردولوله‌ اهواز,فاهواز
IRR1SOLI0101,N2,ساخت محصولات فلزي,فهرست اوليه,SOLX1,Soliran.-R,71756156794073862,ح . سوليران‌,فسليرح
IRO1GHEG0001,N2,قند و شكر,فهرست اوليه,GHEG1,Hegmatan Sugar,14398278072324784,قندهكمتان‌,قهكمت
IRO1GGAZ0001,N2,قند و شكر,فهرست اوليه,GGAZ1,Ghazvin Sugar,15259343650667588,كارخانجات‌ قند قزوين‌,قزوين
IRR1GESF0101,N2,قند و شكر,فهرست اوليه,GESX1,Isfahan Sugar-R,17197203950543191,ح . قنداصفهان‌,قصفهاح
IRO1GBJN0001,N2,قند و شكر,فهرست اوليه,GBJN1,S.Q.B. Sugar,18356933039391862,قندشيروان‌ ،قوچان‌ وبجنورد,قشير
IRR1SHKR0101,N2,قند و شكر,فهرست اوليه,SHKX1,Shahroud Sugar-R,20381036241470518,ح . ‌ شكرشاهرود,قشكرح
IRO1GGOH0001,N2,قند و شكر,فهرست اوليه,GGOH1,Ghohestan Sugar,24683827262592815,قند قهستان‌,قستان
IRR1GSHI0101,N2,قند و شكر,فهرست اوليه,GSHX1,Shirin Khorasan-R,28678187324376436,ح . قند شيرين‌ خراسان‌,قشرينح
IRO1GSHI0001,N2,قند و شكر,فهرست اوليه,GSHI1,Shirin Khorasan,30535783752961355,قند شيرين‌ خراسان‌,قشرين
IRO1GBIS0001,N2,قند و شكر,فهرست اوليه,GBIS1,Bisotun Sugar,33634705189692362,قند بيستون‌,قستون
IRO1GNJN0001,N2,قند و شكر,فهرست اوليه,GNJN1,Naghsh Jahan S.,34454945407422432,قندنقش‌جهان‌,قنقش
IRO1SHKR0001,N2,قند و شكر,فهرست اوليه,SHKR1,Shahroud Sugar,35964395659427029,شكرشاهرود,قشكر
IRR1GTOR0101,N2,قند و شكر,فهرست اوليه,GTOX1,Torbate Jaam S.-R,37451083085805929,ح .غذايي و قنتربت‌جام‌,قجامح
IRO1GHND0001,N2,قند و شكر,فهرست اوليه,GHND1,Khoy Sugar Co.,37631109616997982,شهد,قشهد
IRO1GARN0001,N2,محصولات شيميايي,فهرست اوليه,GARN1,Padide Shimi Gharn,39610074039667804,پديده شيمي قرن,قرن
IRO1GESF0001,N2,قند و شكر,فهرست اوليه,GESF1,Isfahan Sugar,40411537531154482,قنداصفهان‌,قصفها
IRR1GPRS0101,N2,قند و شكر,فهرست اوليه,GPRX1,Pars Sugar-R,41727358876253319,ح . قندپارس‌,قپارسح
IRR1GPSH0101,N2,قند و شكر,فهرست اوليه,GPSX1,Piranshahr S.-R,42230292145842208,ح . قندپيرانشهر,قپيراح
IRR1GHND0101,N2,قند و شكر,فهرست اوليه,GHNX1,Khoy Sugar Co.-R,42965645001665951,ح . شهد,قشهدح
IRO1GMRO0001,N2,قند و شكر,فهرست اوليه,GMRO1,Marvdasht Sugar,43342306308122676,قند مرودشت‌,قمرو
IRO1GSBE0001,N2,قند و شكر,فهرست اوليه,GSBE1,S*Sabet Khorasan,44967158778304588,قند ثابت‌ خراسان‌,قثابت
IRR1GLOR0101,N2,قند و شكر,فهرست اوليه,GLOX1,Lorestan Sugar-R,47415456025309183,ح . قند لرستان‌,قلرستح
IRO1GPRS0001,N2,قند و شكر,فهرست اوليه,GPRS1,Pars Sugar,47477233032133723,قندپارس‌,قپارس
IRR1GBJN0101,N2,قند و شكر,فهرست اوليه,GBJX1,S.Q.B. Sugar-R,47752890804996793,ح . قندشيروان‌ ،قوچان‌ وبجنورد,قشيرح
IRR1GSBE0101,N2,قند و شكر,فهرست اوليه,GSBX1,Sabet Khorasan-R,49384226669172647,ح . قند ثابت‌ خراسان‌,قثابتح
IRR1GHEG0101,N2,قند و شكر,فهرست اوليه,GHEX1,Hegmatan Sugar-R,49762562284200125,ح . قندهكمتان‌,قهكمتح
IRR1GBIS0101,N2,قند و شكر,فهرست اوليه,GBIX1,Bisotun Sugar-R,54071352171589816,ح . قند بيستون‌,قستونح
IRR1GGAZ0101,N2,قند و شكر,فهرست اوليه,GGAX1,Ghazvin Sugar-R,55042339780346549,ح . كارخانجات‌ قند قزوين‌,قزوينح
IRR1GNBO0101,N2,قند و شكر,فهرست اوليه,GNBX1,Neyshabour S.-R,55205982891279789,ح . قند نيشابور,قنيشاح
IRO1GLOR0001,N2,قند و شكر,فهرست اوليه,GLOR1,Lorestan Sugar,56820995669577571,قند لرستان‌,قلرست
IRR1GMRO0101,N2,قند و شكر,فهرست اوليه,GMRX1,Marvdasht Sugar-R,57007700552650971,ح . قند مرودشت‌,قمروح
IRO1GTOR0001,N2,قند و شكر,فهرست اوليه,GTOR1,Torbate Jaam S.,60021765857012878,فرآوردههاي غذايي وقندتربت‌جام‌,قجام
IRO1GNBO0001,N2,قند و شكر,فهرست اوليه,GNBO1,Neyshabour S.,63380098535169030,قند  نيشابور,قنيشا
IRR1GNJN0101,N2,قند و شكر,فهرست اوليه,GNJX1,Naghsh Jahan S.-R,64635313423278212,ح . قندنقش‌جهان‌,قنقشح
IRO1GPSH0001,N2,قند و شكر,فهرست اوليه,GPSH1,Piranshahr S.,67030488744129337,فرآورده‌هاي‌غدايي‌وقندپيرانشهر,قپيرا
IRR1GGOH0101,N2,قند و شكر,فهرست اوليه,GGOX1,Ghohestan Sugar-R,71944697706421313,ح . قند قهستان‌,قستانح
IRR1SHQZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHQX1,Ghazvin Glass-R,140099686459313,ح . شيشه‌ قزوين‌,كقزويح
IRO1NILO0001,N2,كاشي و سراميك,فهرست اوليه,NILO1,Nilou Tile,786234965064488,كاشي‌ نيلو,كنيلو
IRR1KSAD0101,N2,كاشي و سراميك,فهرست اوليه,KSAX1,Saadi Tile-R,1314853494617240,ح . كاشي‌ سعدي‌,كسعديح
IRO1DMVN0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,DMVN1,Damavand Min.,3623921205367364,معدني‌ دماوند,كدما
IRO1ARDK0001,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,ARDK1,Ardekan Ceramic,4614779520007780,سراميك‌هاي‌صنعتي‌اردكان‌,كسرا
IRO1BAMA0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,BAMA1,Bama,4942127026063388,باما,كاما
IRR1PSIR0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSIX1,Iran Glass Wool-R,5920319552619760,ح . پشم‌شيشه‌ايران‌,كپشيرح
IRO1TBAS0001,N2,استخراج زغال سنگ,فهرست اوليه,TBAS1,Negin Tabas L.,8977369674477111,ذغال‌سنگ‌ نگين‌ ط‌بس‌,كطبس
IRO1KPRS0001,N2,كاشي و سراميك,فهرست اوليه,KPRS1,Pars Tile,9698674686691945,كاشي‌ پارس‌,كپارس
IRR1PSER0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSEX1,Pars Ceram-R,9866485009925582,ح . پارس‌ سرام‌,كسرامح
IRR1TBAS0101,N2,استخراج زغال سنگ,فهرست اوليه,TBAX1,Negin Tabas L.-R,10168197471714005,ح . ذغال‌سنگ‌ نگين‌ ط‌بس‌,كطبسح
IRO1BHSM0001,N2,كاشي و سراميك,فهرست اوليه,BHSM1,Behceram,11278802993290837,توليدي‌گرانيت‌بهسرام‌,كهرام
IRO1ITAL0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ITAL1,Italran,13196430375349226,ايتالران‌,كايتا
IRO1SHQZ0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SHQZ1,Ghazvin Glass,13279867471688540,شيشه‌ قزوين‌,كقزوي
IRR1SINA0101,N1,كاشي و سراميك,تابلو فرعي,SINX1,Sina Tile-R,13482565247432073,ح . صنايع‌ كاشي‌ وسراميك‌ سينا,كساوهح
IRO1KCHI0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,KCHI1,Iran China Clay,16405556680571453,صنايع‌خاك‌چيني‌ايران‌,كخاك
IRO1CHML0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,CHML1,Chadormalu,18027801615184692,معدني‌وصنعتي‌چادرملو,كچاد
IRO1NSPS0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSPS1,Pars Refract.,19471788163911687,فرآورده‌هاي‌ نسوز پارس‌,كفپارس
IRR1ARDK0101,N1,ساير محصولات كاني غيرفلزي,تابلو فرعي,ARDX1,Ardekan Ceramic-R,20044076668988655,ح . سراميك‌هاي‌صنعتي‌اردكان‌,كسراح
IRO1KNRZ0001,N2,استخراج کانه هاي فلزي,فهرست اوليه,KNRZ1,Saba Noor,20411759370751096,توسعه معدني و صنعتي صبانور,كنور
IRO1PSER0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,PSER1,Pars Ceram,20560887114747719,پارس‌ سرام‌,كسرام
IRR1NASI0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NASX1,Iran Refract.-R,20622681776256207,ح . فراورده‌ هاي‌ نسوزايران‌,كفراح
IRO1ROOI0001,N1,استخراج کانه هاي فلزي,تابلو اصلي,ROOI1,Iran Zinc Mines,22787503301679573,توسعه‌ معادن‌ روي‌ ايران‌,كروي
IRO1NASI0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NASI1,Iran Refract.,23837844039713715,فراورده‌ هاي‌ نسوزايران‌,كفرا
IRO1TKSM0001,N2,كاشي و سراميك,فهرست اوليه,TKSM1,Takceram,24085906177899789,توليدي‌ كاشي‌ تكسرام‌,كترام
IRR1ITAL0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,ITAX1,Italran-R,24117226355581020,ح . ايتالران‌,كايتاح
IRO1SINA0001,N1,كاشي و سراميك,تابلو فرعي,SINA1,Sina Tile,25001509088465005,صنايع‌ كاشي‌ و سراميك‌ سينا,كساوه
IRR1SISH0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SISX1,Saipa Glass-R,25879082553156895,ح . سايپاشيشه‌,كساپاح
IRR1NSAZ0101,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,NSAX1,Azar Refract.-R,25896842749407120,ح . فرآورده‌هاي‌نسوزآذر,كاذرح
IRO1SISH0001,N2,ساير محصولات كاني غيرفلزي,فهرست اوليه,SISH1,Saipa Glass,28325731560106431,سايپاشيشه‌,كساپا
IRR1DMVN0101,N2,استخراج کانه هاي فلزي,فهرست اوليه,DMVX1,Damavand Min.-R,28711499450482077,ح . معدني‌ دماوند,كدماح
IRR1KHFZ0101,N2,كاشي و سراميك,فهرست اوليه,KHFX1,Hafez Tile-R,29075808594290931,ح . كاشي‌ وسراميك‌ حافظ‌,كحافظح
IRO1KSAD0001,N2,كاشي و سراميك,فهرست اوليه,KSAD1,Saadi Tile,29122854902865456,كاشي‌ سعدي‌,كسعدي
